"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MLT","RENEWABLE","TOT","KTOE","A","1979",0,
"MLT","RENEWABLE","TOT","KTOE","A","1980",0,
"MLT","RENEWABLE","TOT","KTOE","A","1981",0,
"MLT","RENEWABLE","TOT","KTOE","A","1982",0,
"MLT","RENEWABLE","TOT","KTOE","A","1983",0,
"MLT","RENEWABLE","TOT","KTOE","A","1984",0,
"MLT","RENEWABLE","TOT","KTOE","A","1985",0,
"MLT","RENEWABLE","TOT","KTOE","A","1986",0,
"MLT","RENEWABLE","TOT","KTOE","A","1987",0,
"MLT","RENEWABLE","TOT","KTOE","A","1988",0,
"MLT","RENEWABLE","TOT","KTOE","A","1989",0,
"MLT","RENEWABLE","TOT","KTOE","A","1990",0,
"MLT","RENEWABLE","TOT","KTOE","A","1991",0,
"MLT","RENEWABLE","TOT","KTOE","A","1992",0,
"MLT","RENEWABLE","TOT","KTOE","A","1993",0,
"MLT","RENEWABLE","TOT","KTOE","A","1994",0,
"MLT","RENEWABLE","TOT","KTOE","A","1995",0,
"MLT","RENEWABLE","TOT","KTOE","A","1996",0,
"MLT","RENEWABLE","TOT","KTOE","A","1997",0,
"MLT","RENEWABLE","TOT","KTOE","A","1998",0,
"MLT","RENEWABLE","TOT","KTOE","A","1999",0,
"MLT","RENEWABLE","TOT","KTOE","A","2000",0,
"MLT","RENEWABLE","TOT","KTOE","A","2001",0,
"MLT","RENEWABLE","TOT","KTOE","A","2002",0.239,
"MLT","RENEWABLE","TOT","KTOE","A","2003",0.31,
"MLT","RENEWABLE","TOT","KTOE","A","2004",0.406,
"MLT","RENEWABLE","TOT","KTOE","A","2005",0.525,
"MLT","RENEWABLE","TOT","KTOE","A","2006",0.645,
"MLT","RENEWABLE","TOT","KTOE","A","2007",0.788,
"MLT","RENEWABLE","TOT","KTOE","A","2008",0.907,
"MLT","RENEWABLE","TOT","KTOE","A","2009",0.931,
"MLT","RENEWABLE","TOT","KTOE","A","2010",5.597,
"MLT","RENEWABLE","TOT","KTOE","A","2011",8.229,
"MLT","RENEWABLE","TOT","KTOE","A","2012",11.311,
"MLT","RENEWABLE","TOT","KTOE","A","2013",12.41,
"MLT","RENEWABLE","TOT","KTOE","A","2014",17.121,
"MLT","RENEWABLE","TOT","KTOE","A","2015",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1960",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1961",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1962",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1963",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1964",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1965",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1966",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1967",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1968",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1969",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1970",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1971",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1972",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1973",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1974",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1975",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1976",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1977",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1978",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1979",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1980",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1981",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1982",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1983",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1984",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1985",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1986",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1987",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1988",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1989",,"L"
"MDA","RENEWABLE","TOT","KTOE","A","1990",84.238,
"MDA","RENEWABLE","TOT","KTOE","A","1991",92.317,
"MDA","RENEWABLE","TOT","KTOE","A","1992",84.625,
"MDA","RENEWABLE","TOT","KTOE","A","1993",94.529,
"MDA","RENEWABLE","TOT","KTOE","A","1994",85.996,
"MDA","RENEWABLE","TOT","KTOE","A","1995",89.642,
"MDA","RENEWABLE","TOT","KTOE","A","1996",93.134,
"MDA","RENEWABLE","TOT","KTOE","A","1997",93.818,
"MDA","RENEWABLE","TOT","KTOE","A","1998",91.262,
"MDA","RENEWABLE","TOT","KTOE","A","1999",90.57,
"MDA","RENEWABLE","TOT","KTOE","A","2000",91.979,
"MDA","RENEWABLE","TOT","KTOE","A","2001",92.671,
"MDA","RENEWABLE","TOT","KTOE","A","2002",101.77,
"MDA","RENEWABLE","TOT","KTOE","A","2003",112.898,
"MDA","RENEWABLE","TOT","KTOE","A","2004",108.934,
"MDA","RENEWABLE","TOT","KTOE","A","2005",99.835,
"MDA","RENEWABLE","TOT","KTOE","A","2006",111.68,
"MDA","RENEWABLE","TOT","KTOE","A","2007",98.593,
"MDA","RENEWABLE","TOT","KTOE","A","2008",111.446,
"MDA","RENEWABLE","TOT","KTOE","A","2009",107.825,
"MDA","RENEWABLE","TOT","KTOE","A","2010",212.407,
"MDA","RENEWABLE","TOT","KTOE","A","2011",248.44,
"MDA","RENEWABLE","TOT","KTOE","A","2012",249.301,
"MDA","RENEWABLE","TOT","KTOE","A","2013",294.393,
"MDA","RENEWABLE","TOT","KTOE","A","2014",310.603,
"MDA","RENEWABLE","TOT","KTOE","A","2015",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1960",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1961",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1962",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1963",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1964",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1965",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1966",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1967",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1968",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1969",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1970",,"L"
"MOZ","RENEWABLE","TOT","KTOE","A","1971",5968.966,
"MOZ","RENEWABLE","TOT","KTOE","A","1972",5925.155,
"MOZ","RENEWABLE","TOT","KTOE","A","1973",5894.989,
"MOZ","RENEWABLE","TOT","KTOE","A","1974",5928.824,
"MOZ","RENEWABLE","TOT","KTOE","A","1975",5934.201,
"MOZ","RENEWABLE","TOT","KTOE","A","1976",5920.125,
"MOZ","RENEWABLE","TOT","KTOE","A","1977",5920.536,
"MOZ","RENEWABLE","TOT","KTOE","A","1978",5951.051,
"MOZ","RENEWABLE","TOT","KTOE","A","1979",5943.125,
"MOZ","RENEWABLE","TOT","KTOE","A","1980",5962.908,
"MOZ","RENEWABLE","TOT","KTOE","A","1981",5926.641,
"MOZ","RENEWABLE","TOT","KTOE","A","1982",5940.072,
"MOZ","RENEWABLE","TOT","KTOE","A","1983",5937.306,
"MOZ","RENEWABLE","TOT","KTOE","A","1984",5924.096,
"MOZ","RENEWABLE","TOT","KTOE","A","1985",5903.267,
"MOZ","RENEWABLE","TOT","KTOE","A","1986",5821.181,
"MOZ","RENEWABLE","TOT","KTOE","A","1987",5752.96,
"MOZ","RENEWABLE","TOT","KTOE","A","1988",5683.507,
"MOZ","RENEWABLE","TOT","KTOE","A","1989",5631.83,
"MOZ","RENEWABLE","TOT","KTOE","A","1990",5584.285,
"MOZ","RENEWABLE","TOT","KTOE","A","1991",5578.159,
"MOZ","RENEWABLE","TOT","KTOE","A","1992",5607.202,
"MOZ","RENEWABLE","TOT","KTOE","A","1993",5676.058,
"MOZ","RENEWABLE","TOT","KTOE","A","1994",5780.228,
"MOZ","RENEWABLE","TOT","KTOE","A","1995",5884.698,
"MOZ","RENEWABLE","TOT","KTOE","A","1996",5994.596,
"MOZ","RENEWABLE","TOT","KTOE","A","1997",6146.867,
"MOZ","RENEWABLE","TOT","KTOE","A","1998",6761.32,
"MOZ","RENEWABLE","TOT","KTOE","A","1999",6951.036,
"MOZ","RENEWABLE","TOT","KTOE","A","2000",7247.703,
"MOZ","RENEWABLE","TOT","KTOE","A","2001",7530.689,
"MOZ","RENEWABLE","TOT","KTOE","A","2002",7734.693,
"MOZ","RENEWABLE","TOT","KTOE","A","2003",7706.639,
"MOZ","RENEWABLE","TOT","KTOE","A","2004",7910.69,
"MOZ","RENEWABLE","TOT","KTOE","A","2005",8186.092,
"MOZ","RENEWABLE","TOT","KTOE","A","2006",8451.966,
"MOZ","RENEWABLE","TOT","KTOE","A","2007",8773.353,
"MOZ","RENEWABLE","TOT","KTOE","A","2008",8901.644,
"MOZ","RENEWABLE","TOT","KTOE","A","2009",9275.415,
"MOZ","RENEWABLE","TOT","KTOE","A","2010",9471.847,
"MOZ","RENEWABLE","TOT","KTOE","A","2011",9715.973,
"MOZ","RENEWABLE","TOT","KTOE","A","2012",9809.457,
"MOZ","RENEWABLE","TOT","KTOE","A","2013",10000.612,
"MOZ","RENEWABLE","TOT","KTOE","A","2014",10388.318,
"MOZ","RENEWABLE","TOT","KTOE","A","2015",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1960",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1961",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1962",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1963",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1964",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1965",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1966",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1967",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1968",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1969",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1970",,"L"
"NGA","RENEWABLE","TOT","KTOE","A","1971",31199.375,
"NGA","RENEWABLE","TOT","KTOE","A","1972",31960.9,
"NGA","RENEWABLE","TOT","KTOE","A","1973",32809.169,
"NGA","RENEWABLE","TOT","KTOE","A","1974",33699.625,
"NGA","RENEWABLE","TOT","KTOE","A","1975",34568.617,
"NGA","RENEWABLE","TOT","KTOE","A","1976",35545.812,
"NGA","RENEWABLE","TOT","KTOE","A","1977",36509.064,
"NGA","RENEWABLE","TOT","KTOE","A","1978",37403.352,
"NGA","RENEWABLE","TOT","KTOE","A","1979",38551.667,
"NGA","RENEWABLE","TOT","KTOE","A","1980",39605.279,
"NGA","RENEWABLE","TOT","KTOE","A","1981",40600.709,
"NGA","RENEWABLE","TOT","KTOE","A","1982",41767.651,
"NGA","RENEWABLE","TOT","KTOE","A","1983",42902.499,
"NGA","RENEWABLE","TOT","KTOE","A","1984",44171.729,
"NGA","RENEWABLE","TOT","KTOE","A","1985",45476.182,
"NGA","RENEWABLE","TOT","KTOE","A","1986",46706.698,
"NGA","RENEWABLE","TOT","KTOE","A","1987",47869.318,
"NGA","RENEWABLE","TOT","KTOE","A","1988",49228.576,
"NGA","RENEWABLE","TOT","KTOE","A","1989",50555.167,
"NGA","RENEWABLE","TOT","KTOE","A","1990",52793.333,
"NGA","RENEWABLE","TOT","KTOE","A","1991",54351.968,
"NGA","RENEWABLE","TOT","KTOE","A","1992",55835.106,
"NGA","RENEWABLE","TOT","KTOE","A","1993",57318.869,
"NGA","RENEWABLE","TOT","KTOE","A","1994",58936.93,
"NGA","RENEWABLE","TOT","KTOE","A","1995",60610.744,
"NGA","RENEWABLE","TOT","KTOE","A","1996",62357.638,
"NGA","RENEWABLE","TOT","KTOE","A","1997",64179.68,
"NGA","RENEWABLE","TOT","KTOE","A","1998",66086.127,
"NGA","RENEWABLE","TOT","KTOE","A","1999",68109.582,
"NGA","RENEWABLE","TOT","KTOE","A","2000",70169.86,
"NGA","RENEWABLE","TOT","KTOE","A","2001",72371.691,
"NGA","RENEWABLE","TOT","KTOE","A","2002",74810.009,
"NGA","RENEWABLE","TOT","KTOE","A","2003",77226.888,
"NGA","RENEWABLE","TOT","KTOE","A","2004",79725.832,
"NGA","RENEWABLE","TOT","KTOE","A","2005",82452.296,
"NGA","RENEWABLE","TOT","KTOE","A","2006",85253.611,
"NGA","RENEWABLE","TOT","KTOE","A","2007",90581.653,
"NGA","RENEWABLE","TOT","KTOE","A","2008",92316.528,
"NGA","RENEWABLE","TOT","KTOE","A","2009",93698.779,
"NGA","RENEWABLE","TOT","KTOE","A","2010",98270.975,
"NGA","RENEWABLE","TOT","KTOE","A","2011",102701.473,
"NGA","RENEWABLE","TOT","KTOE","A","2012",108446.912,
"NGA","RENEWABLE","TOT","KTOE","A","2013",109043.596,
"NGA","RENEWABLE","TOT","KTOE","A","2014",109065.256,
"NGA","RENEWABLE","TOT","KTOE","A","2015",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1960",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1961",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1962",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1963",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1964",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1965",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1966",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1967",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1968",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1969",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1970",,"L"
"PAK","RENEWABLE","TOT","KTOE","A","1971",10945.31,
"PAK","RENEWABLE","TOT","KTOE","A","1972",11291.332,
"PAK","RENEWABLE","TOT","KTOE","A","1973",11705.494,
"PAK","RENEWABLE","TOT","KTOE","A","1974",12051.461,
"PAK","RENEWABLE","TOT","KTOE","A","1975",12440.841,
"PAK","RENEWABLE","TOT","KTOE","A","1976",12910.218,
"PAK","RENEWABLE","TOT","KTOE","A","1977",13269.637,
"PAK","RENEWABLE","TOT","KTOE","A","1978",13851.885,
"PAK","RENEWABLE","TOT","KTOE","A","1979",14320.03,
"PAK","RENEWABLE","TOT","KTOE","A","1980",14776.97,
"PAK","RENEWABLE","TOT","KTOE","A","1981",15201.266,
"PAK","RENEWABLE","TOT","KTOE","A","1982",15662.409,
"PAK","RENEWABLE","TOT","KTOE","A","1983",16252.996,
"PAK","RENEWABLE","TOT","KTOE","A","1984",16838.284,
"PAK","RENEWABLE","TOT","KTOE","A","1985",17244.894,
"PAK","RENEWABLE","TOT","KTOE","A","1986",17868.327,
"PAK","RENEWABLE","TOT","KTOE","A","1987",18490.7,
"PAK","RENEWABLE","TOT","KTOE","A","1988",19117.787,
"PAK","RENEWABLE","TOT","KTOE","A","1989",19672.983,
"PAK","RENEWABLE","TOT","KTOE","A","1990",20222.603,
"PAK","RENEWABLE","TOT","KTOE","A","1991",20880.489,
"PAK","RENEWABLE","TOT","KTOE","A","1992",21613.107,
"PAK","RENEWABLE","TOT","KTOE","A","1993",22071.846,
"PAK","RENEWABLE","TOT","KTOE","A","1994",22932.428,
"PAK","RENEWABLE","TOT","KTOE","A","1995",23511.596,
"PAK","RENEWABLE","TOT","KTOE","A","1996",23748.535,
"PAK","RENEWABLE","TOT","KTOE","A","1997",24295.406,
"PAK","RENEWABLE","TOT","KTOE","A","1998",24820.191,
"PAK","RENEWABLE","TOT","KTOE","A","1999",25120.581,
"PAK","RENEWABLE","TOT","KTOE","A","2000",25477.224,
"PAK","RENEWABLE","TOT","KTOE","A","2001",26153.805,
"PAK","RENEWABLE","TOT","KTOE","A","2002",26966.097,
"PAK","RENEWABLE","TOT","KTOE","A","2003",27878.408,
"PAK","RENEWABLE","TOT","KTOE","A","2004",28292.475,
"PAK","RENEWABLE","TOT","KTOE","A","2005",29274.935,
"PAK","RENEWABLE","TOT","KTOE","A","2006",29918.694,
"PAK","RENEWABLE","TOT","KTOE","A","2007",30202.652,
"PAK","RENEWABLE","TOT","KTOE","A","2008",30701.17,
"PAK","RENEWABLE","TOT","KTOE","A","2009",31322.117,
"PAK","RENEWABLE","TOT","KTOE","A","2010",32253.432,
"PAK","RENEWABLE","TOT","KTOE","A","2011",32599.577,
"PAK","RENEWABLE","TOT","KTOE","A","2012",33360.914,
"PAK","RENEWABLE","TOT","KTOE","A","2013",34228.237,
"PAK","RENEWABLE","TOT","KTOE","A","2014",34858.463,
"PAK","RENEWABLE","TOT","KTOE","A","2015",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1960",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1961",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1962",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1963",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1964",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1965",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1966",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1967",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1968",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1969",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1970",,"L"
"PRY","RENEWABLE","TOT","KTOE","A","1971",1168.511,
"PRY","RENEWABLE","TOT","KTOE","A","1972",1186.656,
"PRY","RENEWABLE","TOT","KTOE","A","1973",1272.938,
"PRY","RENEWABLE","TOT","KTOE","A","1974",1299.664,
"PRY","RENEWABLE","TOT","KTOE","A","1975",1249.576,
"PRY","RENEWABLE","TOT","KTOE","A","1976",1313.226,
"PRY","RENEWABLE","TOT","KTOE","A","1977",1325.81,
"PRY","RENEWABLE","TOT","KTOE","A","1978",1416.111,
"PRY","RENEWABLE","TOT","KTOE","A","1979",1467.283,
"PRY","RENEWABLE","TOT","KTOE","A","1980",1605.34,
"PRY","RENEWABLE","TOT","KTOE","A","1981",1624.327,
"PRY","RENEWABLE","TOT","KTOE","A","1982",1651.343,
"PRY","RENEWABLE","TOT","KTOE","A","1983",1737.306,
"PRY","RENEWABLE","TOT","KTOE","A","1984",1736.665,
"PRY","RENEWABLE","TOT","KTOE","A","1985",2013.563,
"PRY","RENEWABLE","TOT","KTOE","A","1986",2747.798,
"PRY","RENEWABLE","TOT","KTOE","A","1987",3612.02,
"PRY","RENEWABLE","TOT","KTOE","A","1988",3825.143,
"PRY","RENEWABLE","TOT","KTOE","A","1989",4304.615,
"PRY","RENEWABLE","TOT","KTOE","A","1990",4564.809,
"PRY","RENEWABLE","TOT","KTOE","A","1991",4860.945,
"PRY","RENEWABLE","TOT","KTOE","A","1992",4521.708,
"PRY","RENEWABLE","TOT","KTOE","A","1993",4826.085,
"PRY","RENEWABLE","TOT","KTOE","A","1994",5368.14,
"PRY","RENEWABLE","TOT","KTOE","A","1995",6019.889,
"PRY","RENEWABLE","TOT","KTOE","A","1996",6383.908,
"PRY","RENEWABLE","TOT","KTOE","A","1997",7011.128,
"PRY","RENEWABLE","TOT","KTOE","A","1998",6865.116,
"PRY","RENEWABLE","TOT","KTOE","A","1999",6738.808,
"PRY","RENEWABLE","TOT","KTOE","A","2000",6837.93,
"PRY","RENEWABLE","TOT","KTOE","A","2001",6157.046,
"PRY","RENEWABLE","TOT","KTOE","A","2002",6293.039,
"PRY","RENEWABLE","TOT","KTOE","A","2003",6622.85,
"PRY","RENEWABLE","TOT","KTOE","A","2004",6628.209,
"PRY","RENEWABLE","TOT","KTOE","A","2005",6576.976,
"PRY","RENEWABLE","TOT","KTOE","A","2006",6782.581,
"PRY","RENEWABLE","TOT","KTOE","A","2007",6830.962,
"PRY","RENEWABLE","TOT","KTOE","A","2008",7083.23,
"PRY","RENEWABLE","TOT","KTOE","A","2009",6992.26,
"PRY","RENEWABLE","TOT","KTOE","A","2010",6971.926,
"PRY","RENEWABLE","TOT","KTOE","A","2011",7202.054,
"PRY","RENEWABLE","TOT","KTOE","A","2012",7406.201,
"PRY","RENEWABLE","TOT","KTOE","A","2013",7353.243,
"PRY","RENEWABLE","TOT","KTOE","A","2014",6986.585,
"PRY","RENEWABLE","TOT","KTOE","A","2015",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1960",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1961",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1962",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1963",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1964",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1965",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1966",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1967",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1968",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1969",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1970",,"L"
"PER","RENEWABLE","TOT","KTOE","A","1971",3815.626,
"PER","RENEWABLE","TOT","KTOE","A","1972",3855.425,
"PER","RENEWABLE","TOT","KTOE","A","1973",3918.13,
"PER","RENEWABLE","TOT","KTOE","A","1974",4002.493,
"PER","RENEWABLE","TOT","KTOE","A","1975",3927.174,
"PER","RENEWABLE","TOT","KTOE","A","1976",3968.201,
"PER","RENEWABLE","TOT","KTOE","A","1977",4026.122,
"PER","RENEWABLE","TOT","KTOE","A","1978",4044.496,
"PER","RENEWABLE","TOT","KTOE","A","1979",4064.419,
"PER","RENEWABLE","TOT","KTOE","A","1980",4037.186,
"PER","RENEWABLE","TOT","KTOE","A","1981",4152.668,
"PER","RENEWABLE","TOT","KTOE","A","1982",4318.957,
"PER","RENEWABLE","TOT","KTOE","A","1983",4330.09,
"PER","RENEWABLE","TOT","KTOE","A","1984",4420.295,
"PER","RENEWABLE","TOT","KTOE","A","1985",4328.77,
"PER","RENEWABLE","TOT","KTOE","A","1986",4142.642,
"PER","RENEWABLE","TOT","KTOE","A","1987",4012.661,
"PER","RENEWABLE","TOT","KTOE","A","1988",3784.951,
"PER","RENEWABLE","TOT","KTOE","A","1989",3660.429,
"PER","RENEWABLE","TOT","KTOE","A","1990",3574.416,
"PER","RENEWABLE","TOT","KTOE","A","1991",3566.277,
"PER","RENEWABLE","TOT","KTOE","A","1992",3324.129,
"PER","RENEWABLE","TOT","KTOE","A","1993",3412.863,
"PER","RENEWABLE","TOT","KTOE","A","1994",3454.702,
"PER","RENEWABLE","TOT","KTOE","A","1995",3442.488,
"PER","RENEWABLE","TOT","KTOE","A","1996",3445.923,
"PER","RENEWABLE","TOT","KTOE","A","1997",3432.618,
"PER","RENEWABLE","TOT","KTOE","A","1998",3478.43,
"PER","RENEWABLE","TOT","KTOE","A","1999",3530.359,
"PER","RENEWABLE","TOT","KTOE","A","2000",3677.593,
"PER","RENEWABLE","TOT","KTOE","A","2001",3827.625,
"PER","RENEWABLE","TOT","KTOE","A","2002",3870.131,
"PER","RENEWABLE","TOT","KTOE","A","2003",3893.176,
"PER","RENEWABLE","TOT","KTOE","A","2004",3894.687,
"PER","RENEWABLE","TOT","KTOE","A","2005",3880.72,
"PER","RENEWABLE","TOT","KTOE","A","2006",4113.779,
"PER","RENEWABLE","TOT","KTOE","A","2007",4249.618,
"PER","RENEWABLE","TOT","KTOE","A","2008",3522.566,
"PER","RENEWABLE","TOT","KTOE","A","2009",4196.889,
"PER","RENEWABLE","TOT","KTOE","A","2010",4869.18,
"PER","RENEWABLE","TOT","KTOE","A","2011",4964.145,
"PER","RENEWABLE","TOT","KTOE","A","2012",4772.216,
"PER","RENEWABLE","TOT","KTOE","A","2013",4839.107,
"PER","RENEWABLE","TOT","KTOE","A","2014",4862.35,
"PER","RENEWABLE","TOT","KTOE","A","2015",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1960",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1961",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1962",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1963",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1964",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1965",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1966",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1967",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1968",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1969",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1970",,"L"
"PHL","RENEWABLE","TOT","KTOE","A","1971",7405.666,
"PHL","RENEWABLE","TOT","KTOE","A","1972",7625.027,
"PHL","RENEWABLE","TOT","KTOE","A","1973",8017.101,
"PHL","RENEWABLE","TOT","KTOE","A","1974",8297.731,
"PHL","RENEWABLE","TOT","KTOE","A","1975",8533.709,
"PHL","RENEWABLE","TOT","KTOE","A","1976",8832.475,
"PHL","RENEWABLE","TOT","KTOE","A","1977",8981.892,
"PHL","RENEWABLE","TOT","KTOE","A","1978",9241.76,
"PHL","RENEWABLE","TOT","KTOE","A","1979",10002.612,
"PHL","RENEWABLE","TOT","KTOE","A","1980",11510.11,
"PHL","RENEWABLE","TOT","KTOE","A","1981",12436.059,
"PHL","RENEWABLE","TOT","KTOE","A","1982",13262.877,
"PHL","RENEWABLE","TOT","KTOE","A","1983",14134.168,
"PHL","RENEWABLE","TOT","KTOE","A","1984",14793.872,
"PHL","RENEWABLE","TOT","KTOE","A","1985",15402.654,
"PHL","RENEWABLE","TOT","KTOE","A","1986",15315.421,
"PHL","RENEWABLE","TOT","KTOE","A","1987",15044.477,
"PHL","RENEWABLE","TOT","KTOE","A","1988",15511.536,
"PHL","RENEWABLE","TOT","KTOE","A","1989",16042.004,
"PHL","RENEWABLE","TOT","KTOE","A","1990",16341.45,
"PHL","RENEWABLE","TOT","KTOE","A","1991",15973.568,
"PHL","RENEWABLE","TOT","KTOE","A","1992",15516.554,
"PHL","RENEWABLE","TOT","KTOE","A","1993",15192.402,
"PHL","RENEWABLE","TOT","KTOE","A","1994",15478.803,
"PHL","RENEWABLE","TOT","KTOE","A","1995",15005.059,
"PHL","RENEWABLE","TOT","KTOE","A","1996",15182.938,
"PHL","RENEWABLE","TOT","KTOE","A","1997",15470.862,
"PHL","RENEWABLE","TOT","KTOE","A","1998",16592.526,
"PHL","RENEWABLE","TOT","KTOE","A","1999",18078.963,
"PHL","RENEWABLE","TOT","KTOE","A","2000",18767.886,
"PHL","RENEWABLE","TOT","KTOE","A","2001",17497.185,
"PHL","RENEWABLE","TOT","KTOE","A","2002",17127.745,
"PHL","RENEWABLE","TOT","KTOE","A","2003",16649.006,
"PHL","RENEWABLE","TOT","KTOE","A","2004",16918.749,
"PHL","RENEWABLE","TOT","KTOE","A","2005",16391.332,
"PHL","RENEWABLE","TOT","KTOE","A","2006",16900.186,
"PHL","RENEWABLE","TOT","KTOE","A","2007",16511.92,
"PHL","RENEWABLE","TOT","KTOE","A","2008",16992.611,
"PHL","RENEWABLE","TOT","KTOE","A","2009",16701.705,
"PHL","RENEWABLE","TOT","KTOE","A","2010",16111.842,
"PHL","RENEWABLE","TOT","KTOE","A","2011",16308.733,
"PHL","RENEWABLE","TOT","KTOE","A","2012",17519.794,
"PHL","RENEWABLE","TOT","KTOE","A","2013",17276.619,
"PHL","RENEWABLE","TOT","KTOE","A","2014",18109.336,
"PHL","RENEWABLE","TOT","KTOE","A","2015",,"L"
